collectorNumber,name_fr,faction,rarity,type,handCost,reserveCost,forestPower,mountainPower,waterPower,landmarksSize,reserveSize,abilities_fr,supportAbility_fr,id,imagePath
BTG-087-C-FR,Prison de Peinture,Lyra,Commun,Sort,5,5,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de {2}.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,ALT_COREKS_B_LY_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_26/JPG/fr_FR/75b4e068539033bfc1cd7d6af06be8e2.jpg
BTG-087-C-FR,Prison de Peinture,Lyra,Commun,Sort,5,5,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de {2}.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,ALT_CORE_B_LY_26_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_26/JPG/fr_FR/a360fbdc1e354ff358a1f0c6a08b36e4.jpg
BTG-087-R-FR,Prison de Peinture,Lyra,Rare,Sort,#4#,#4#,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de #{1}#.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,ALT_COREKS_B_LY_26_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_26/JPG/fr_FR/9f9a4b6da6d3af4648e12f50de472940.jpg
BTG-087-R-FR,Prison de Peinture,Lyra,Rare,Sort,#4#,#4#,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de #{1}#.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,ALT_CORE_B_LY_26_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_26/JPG/fr_FR/b3e9956135fa3d76a7a02f457e7e189d.jpg
BTG-087-F-FR,Prison de Peinture,Muna,Rare,Sort,5,5,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de {2}.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,ALT_COREKS_B_LY_26_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_26/JPG/fr_FR/8623d721b66647efb6eaee4fee0fad3e.jpg
BTG-087-F-FR,Prison de Peinture,Muna,Rare,Sort,5,5,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Vous pouvez défausser une carte de votre Réserve pour réduire mon coût de {2}.  Renvoyez un Personnage ou Permanent ciblé sur le dessus du deck de son propriétaire.,,ALT_CORE_B_LY_26_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_26/JPG/fr_FR/e2e4d73c0294550f2720b23711b84433.jpg
BTG-088-C-FR,Apothéose de l'Esprit,Lyra,Commun,Sort,9,9,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [[Fugace]]. Défaussez les autres cartes. (N'activez pas de capacités {h}.),,ALT_COREKS_B_LY_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_27/JPG/fr_FR/9249d5e3dea8761c5ea4a3d27a8cfd73.jpg
BTG-088-C-FR,Apothéose de l'Esprit,Lyra,Commun,Sort,9,9,,,,,,[[Fugace]]. (Envoyez-moi à la Défausse plutôt qu'en Réserve après résolution de mon effet.)  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [[Fugace]]. Défaussez les autres cartes. (N'activez pas de capacités {h}.),,ALT_CORE_B_LY_27_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_27/JPG/fr_FR/4826c7a5ec6387dfb79bd994979d3372.jpg
BTG-088-R-FR,Apothéose de l'Esprit,Lyra,Rare,Sort,#8#,#8#,,,,,,[[Fugace]].  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [[Fugace]]. Défaussez les autres cartes. (N'activez pas de capacités {h}.),,ALT_COREKS_B_LY_27_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_27/JPG/fr_FR/629c7e7048f974b7531323e0c8a04130.jpg
BTG-088-R-FR,Apothéose de l'Esprit,Lyra,Rare,Sort,#8#,#8#,,,,,,[[Fugace]].  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [[Fugace]]. Défaussez les autres cartes. (N'activez pas de capacités {h}.),,ALT_CORE_B_LY_27_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_27/JPG/fr_FR/e56cb6e117a7cdda576c70ea1bc6c6e4.jpg
BTG-088-F-FR,Apothéose de l'Esprit,Bravos,Rare,Sort,9,9,,,,,,[[Fugace]].  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [[Fugace]]. Défaussez les autres cartes. (N'activez pas de capacités {h}.),,ALT_CORE_B_LY_27_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_27/JPG/fr_FR/ec29a5281b28a38306cacb5dc357f980.jpg
BTG-088-F-FR,Apothéose de l'Esprit,Bravos,Rare,Sort,9,9,,,,,,[[Fugace]].  Révélez les quatre premières cartes de votre deck. Choisissez jusqu'à deux Personnages parmi ces cartes et mettez-les dans vos Expéditions. Ils gagnent [[Fugace]]. Défaussez les autres cartes. (N'activez pas de capacités {h}.),,ALT_COREKS_B_LY_27_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_27/JPG/fr_FR/b095bfc522e1bff668a6112a8cd9ae5d.jpg
BTG-089-C-FR,Festival Lyra,Lyra,Commun,Permanent,4,4,,,,,,"{J} Piochez une carte.  Au Crépuscule, si vous contrôlez un Personnage [[Fugace]], un autre Personnage [[Ancré]], et encore un Personnage [[Endormi]] — vous gagnez la partie.",,ALT_CORE_B_LY_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_29/JPG/fr_FR/724b5192da12808a2b63e0db8816f7c7.jpg
BTG-089-C-FR,Festival Lyra,Lyra,Commun,Permanent,4,4,,,,,,"{J} Piochez une carte.  Au Crépuscule, si vous contrôlez un Personnage [[Fugace]], un autre Personnage [[Ancré]], et encore un Personnage [[Endormi]] — vous gagnez la partie.",,ALT_COREKS_B_LY_29_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_29/JPG/fr_FR/fa4e4dc144a626d3de6775f7d261596a.jpg
BTG-089-R-FR,Festival Lyra,Lyra,Rare,Permanent,4,4,,,,,,"#{J} Un Personnage ciblé gagne [[Fugace]], [[Ancré]] ou [[Endormi]].#  Au Crépuscule, si vous contrôlez un Personnage [[Fugace]], un autre Personnage [[Ancré]], et encore un Personnage [[Endormi]] — vous gagnez la partie.",,ALT_CORE_B_LY_29_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_29/JPG/fr_FR/3d32af5809e4b87b58e738cf44c31de1.jpg
BTG-089-R-FR,Festival Lyra,Lyra,Rare,Permanent,4,4,,,,,,"#{J} Un Personnage ciblé gagne [[Fugace]], [[Ancré]] ou [[Endormi]].#  Au Crépuscule, si vous contrôlez un Personnage [[Fugace]], un autre Personnage [[Ancré]], et encore un Personnage [[Endormi]] — vous gagnez la partie.",,ALT_COREKS_B_LY_29_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_29/JPG/fr_FR/002359fcc65997193dac5feaf8d9b9b1.jpg
BTG-089-F-FR,Festival Lyra,Muna,Rare,Permanent,4,4,,,,,,"{J} Piochez une carte.  Au Crépuscule, si vous contrôlez un Personnage [[Fugace]], un autre Personnage [[Ancré]], et encore un Personnage [[Endormi]] — vous gagnez la partie.",,ALT_CORE_B_LY_29_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_29/JPG/fr_FR/453a72d9b8f48794732469df1a95c7d2.jpg
BTG-089-F-FR,Festival Lyra,Muna,Rare,Permanent,4,4,,,,,,"{J} Piochez une carte.  Au Crépuscule, si vous contrôlez un Personnage [[Fugace]], un autre Personnage [[Ancré]], et encore un Personnage [[Endormi]] — vous gagnez la partie.",,ALT_COREKS_B_LY_29_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_29/JPG/fr_FR/f3d94efac422208439b7400429e00126.jpg
BTG-090-C-FR,"L'Ouroboros, Bastion Lyra",Lyra,Commun,Permanent,4,4,,,,,,"Si vous deviez lancer au moins un dé, lancez un dé supplémentaire et ignorez le résultat du dé de votre choix.",,ALT_CORE_B_LY_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_30/JPG/fr_FR/0bfd7526dd84d56f7f06ebf12c653f5d.jpg
BTG-090-C-FR,"L'Ouroboros, Bastion Lyra",Lyra,Commun,Permanent,4,4,,,,,,"Si vous deviez lancer au moins un dé, lancez un dé supplémentaire et ignorez le résultat du dé de votre choix.",,ALT_COREKS_B_LY_30_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_30/JPG/fr_FR/b9e26c84f6966ea0efc6e477e735713c.jpg
BTG-090-R-FR,"L'Ouroboros, Bastion Lyra",Lyra,Rare,Permanent,#3#,#3#,,,,,,"Si vous deviez lancer au moins un dé, lancez un dé supplémentaire et ignorez le résultat du dé de votre choix.",,ALT_COREKS_B_LY_30_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_30/JPG/fr_FR/56fb63abe239fa90661e752b97ff0173.jpg
BTG-090-R-FR,"L'Ouroboros, Bastion Lyra",Lyra,Rare,Permanent,#3#,#3#,,,,,,"Si vous deviez lancer au moins un dé, lancez un dé supplémentaire et ignorez le résultat du dé de votre choix.",,ALT_CORE_B_LY_30_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_30/JPG/fr_FR/993046f45c6b77a1a13731943454f315.jpg
BTG-090-F-FR,"L'Ouroboros, Bastion Lyra",Axiom,Rare,Permanent,#3#,#3#,,,,,,"#{J} [Ravitaillez].#  Si vous deviez #[Ravitailler], à la place, révélez les deux premières cartes de votre deck. Mettez-en une en Réserve, et défaussez l'autre.#",,ALT_COREKS_B_LY_30_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_LY_30/JPG/fr_FR/8795bffe18222b199eaf362982e3e076.jpg
BTG-090-F-FR,"L'Ouroboros, Bastion Lyra",Axiom,Rare,Permanent,#3#,#3#,,,,,,"#{J} [Ravitaillez].#  Si vous deviez #[Ravitailler], à la place, révélez les deux premières cartes de votre deck. Mettez-en une en Réserve, et défaussez l'autre.#",,ALT_CORE_B_LY_30_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_LY_30/JPG/fr_FR/6eb0a1c65ec42c9bb18215ff42a23f97.jpg
BTG-091-H-FR,Teija & Nauraa,Muna,Commun,Héros,0,0,,,,2,2,Le premier Personnage que vous jouez chaque Après-midi gagne 1 boost[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_CORE_B_MU_01_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_01/JPG/fr_FR/ffc025ebddeb11eddf91f5a0479920bb.jpg
BTG-091-H-FR,Teija & Nauraa,Muna,Commun,Héros,0,0,,,,2,2,Le premier Personnage que vous jouez chaque Après-midi gagne 1 boost[]. (Un boost est un compteur +1/+1/+1. Retirez-le lorsqu'il quitte la zone d'Expédition.),,ALT_COREKS_B_MU_01_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_01/JPG/fr_FR/700c3eb749493ff0ad0f9ad1a38f3aec.jpg
BTG-092-H-FR,Arjun & Spike,Muna,Commun,Héros,0,0,,,,2,2,"{T}, Défaussez une carte de votre Réserve : le prochain Personnage de Coût de Main {3} ou moins que vous jouez ce tour gagne [[Ancré]]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)",,ALT_COREKS_B_MU_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_02/JPG/fr_FR/32401fb3b14e5f226f56203340d82b6d.jpg
BTG-092-H-FR,Arjun & Spike,Muna,Commun,Héros,0,0,,,,2,2,"{T}, Défaussez une carte de votre Réserve : le prochain Personnage de Coût de Main {3} ou moins que vous jouez ce tour gagne [[Ancré]]. (Au Repos, il ne va pas en Réserve et il perd Ancré.)",,ALT_CORE_B_MU_02_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_02/JPG/fr_FR/84b87bc95677300fc5e94991ed4ea163.jpg
BTG-093-H-FR,Rin & Orchid,Muna,Commun,Héros,0,0,,,,2,2,"Lorsqu'une de vos Expéditions avance grâce à {V} — Piochez une carte, puis mettez une carte de votre main en Réserve.",,ALT_CORE_B_MU_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_03/JPG/fr_FR/e341af9cf9cdb3b64296ad350a8893ae.jpg
BTG-093-H-FR,Rin & Orchid,Muna,Commun,Héros,0,0,,,,2,2,"Lorsqu'une de vos Expéditions avance grâce à {V} — Piochez une carte, puis mettez une carte de votre main en Réserve.",,ALT_COREKS_B_MU_03_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_03/JPG/fr_FR/9f562b58b496d69f5c74517c78f02c2c.jpg
BTG-094-C-FR,Soigneuse Muna,Muna,Commun,Personnage,1,1,0,1,0,,,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]]. (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_MU_04_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_04/JPG/fr_FR/f5be046058b501221abb5e551af3a8dd.jpg
BTG-094-C-FR,Soigneuse Muna,Muna,Commun,Personnage,1,1,0,1,0,,,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]]. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_MU_04_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_04/JPG/fr_FR/f29ab1cac5b846ccb0be45648e99b016.jpg
BTG-094-R-FR,Soigneuse Muna,Muna,Rare,Personnage,1,1,#1#,#2#,0,,,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]]. (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_MU_04_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_04/JPG/fr_FR/af3bf297f9271a54a3090bf7af5c0e00.jpg
BTG-094-R-FR,Soigneuse Muna,Muna,Rare,Personnage,1,1,#1#,#2#,0,,,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]]. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_MU_04_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_04/JPG/fr_FR/abcc1b7572c262a128b4a1e91ec97a43.jpg
BTG-094-F-FR,Soigneuse Muna,Yzmir,Rare,Personnage,1,1,0,1,0,,,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]]. (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_MU_04_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_04/JPG/fr_FR/879fef24d3f454aa5d84e34d86ae98f4.jpg
BTG-094-F-FR,Soigneuse Muna,Yzmir,Rare,Personnage,1,1,0,1,0,,,,{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]]. (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_MU_04_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_04/JPG/fr_FR/ef13d96c6b57cc0bac1ae8368e52ae6a.jpg
BTG-095-C-FR,Vendangeurs du Fuseau,Muna,Commun,Personnage,1,1,1,0,0,,,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)",,ALT_CORE_B_MU_06_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_06/JPG/fr_FR/418df3e024bd9bc2cde758bc72dac64a.jpg
BTG-095-C-FR,Vendangeurs du Fuseau,Muna,Commun,Personnage,1,1,1,0,0,,,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)",,ALT_COREKS_B_MU_06_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_06/JPG/fr_FR/728096477fb4ae6fce66dd61967efa0f.jpg
BTG-095-R-FR,Vendangeurs du Fuseau,Muna,Rare,Personnage,1,1,1,0,0,,,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)  #À Midi — Si j'ai au moins 2 boosts, [Ravitaillez].# (Mettez la première carte de votre deck en Réserve.)",,ALT_COREKS_B_MU_06_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_06/JPG/fr_FR/bac902eb3180d61def3073253f4038f8.jpg
BTG-095-R-FR,Vendangeurs du Fuseau,Muna,Rare,Personnage,1,1,1,0,0,,,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)  #À Midi — Si j'ai au moins 2 boosts, [Ravitaillez].# (Mettez la première carte de votre deck en Réserve.)",,ALT_CORE_B_MU_06_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_06/JPG/fr_FR/c76cff936aedf17a4d1183b49b7b8e8b.jpg
BTG-095-F-FR,Vendangeurs du Fuseau,Yzmir,Rare,Personnage,1,1,1,0,0,,,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)",,ALT_CORE_B_MU_06_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_06/JPG/fr_FR/71f0215cc40ba25b1c5d640ed1811afa.jpg
BTG-095-F-FR,Vendangeurs du Fuseau,Yzmir,Rare,Personnage,1,1,1,0,0,,,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)",,ALT_COREKS_B_MU_06_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_06/JPG/fr_FR/7a87212f49a2325bc006aa7000ac0b64.jpg
BTG-096-C-FR,Mowgli,Muna,Commun,Personnage,2,1,3,0,0,,,,,ALT_CORE_B_MU_07_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_07/JPG/fr_FR/63ccc5a0e556ef7bf934f29b5b756af4.jpg
BTG-096-C-FR,Mowgli,Muna,Commun,Personnage,2,1,3,0,0,,,,,ALT_COREKS_B_MU_07_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_07/JPG/fr_FR/656e4ef9a3862c2758f76733de799b17.jpg
BTG-096-R-FR,Mowgli,Muna,Rare,Personnage,2,1,3,0,0,,,,#{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]].# (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_MU_07_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_07/JPG/fr_FR/ba389e6dcf7640c0cd31d919bf7a87cd.jpg
BTG-096-R-FR,Mowgli,Muna,Rare,Personnage,2,1,3,0,0,,,,#{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]].# (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_MU_07_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_07/JPG/fr_FR/239f8151ed10ddab5cff26b4a6fcc63f.jpg
BTG-096-F-FR,Mowgli,Axiom,Rare,Personnage,2,1,3,0,0,,,,,ALT_COREKS_B_MU_07_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_07/JPG/fr_FR/affc2f72cce63c0455c58651f4be3ad9.jpg
BTG-096-F-FR,Mowgli,Axiom,Rare,Personnage,2,1,3,0,0,,,,,ALT_CORE_B_MU_07_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_07/JPG/fr_FR/545216c06d134edf908204232cd3056c.jpg
BTG-097-C-FR,Kitsune,Muna,Commun,Personnage,2,2,0,3,2,,,{H} Chaque joueur pioche une carte.,,ALT_CORE_B_MU_05_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_05/JPG/fr_FR/959eb15c44c8e1585b5a5ce5dc971b34.jpg
BTG-097-C-FR,Kitsune,Muna,Commun,Personnage,2,2,0,3,2,,,{H} Chaque joueur pioche une carte.,,ALT_COREKS_B_MU_05_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_05/JPG/fr_FR/ae91f015e7dc711199feca396b48e228.jpg
BTG-097-R-FR,Kitsune,Muna,Rare,Personnage,2,2,0,3,#3#,,,{H} Chaque joueur #peut [Ravitailler]#. (Mettre la première carte de son deck en Réserve.),,ALT_COREKS_B_MU_05_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_05/JPG/fr_FR/b282d8cf6e8a9bcdadd37446d332235c.jpg
BTG-097-R-FR,Kitsune,Muna,Rare,Personnage,2,2,0,3,#3#,,,{H} Chaque joueur #peut [Ravitailler]#. (Mettre la première carte de son deck en Réserve.),,ALT_CORE_B_MU_05_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_05/JPG/fr_FR/1f802650bd0de0ec9f5b25ce0f6d5ddc.jpg
BTG-097-F-FR,Kitsune,Bravos,Rare,Personnage,2,2,0,3,2,,,{H} Chaque joueur pioche une carte.,,ALT_CORE_B_MU_05_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_05/JPG/fr_FR/0468aa9565d03b0564cf71d97a2323b2.jpg
BTG-097-F-FR,Kitsune,Bravos,Rare,Personnage,2,2,0,3,2,,,{H} Chaque joueur pioche une carte.,,ALT_COREKS_B_MU_05_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_CORE_B_MU_05/JPG/fr_FR/71e4b46825234cf40d3ca8f8f6fd5840.jpg
BTG-098-C-FR,Kodama,Muna,Commun,Personnage,2,2,3,3,3,,,"{H} Je gagne [[Endormi]]. (Au Crépuscule, ignorez mes statistiques. Au Repos, je ne vais pas en Réserve et je perds Endormi.)",,ALT_CORE_B_MU_09_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_09/JPG/fr_FR/7c949f1388c14acc8dae4a04aef9ccec.jpg
BTG-098-C-FR,Kodama,Muna,Commun,Personnage,2,2,3,3,3,,,"{H} Je gagne [[Endormi]]. (Au Crépuscule, ignorez mes statistiques. Au Repos, je ne vais pas en Réserve et je perds Endormi.)",,ALT_COREKS_B_MU_09_C,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_COREKS_B_MU_09/JPG/fr_FR/ed6ed968e1f108d5b38a6837b32b0433.jpg
BTG-098-R-FR,Kodama,Muna,Rare,Personnage,2,2,3,3,3,,,"{H} Je gagne [[Endormi]]. (Au Crépuscule, ignorez mes statistiques. Au Repos, je ne vais pas en Réserve et je perds Endormi.)",#{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]].# (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_MU_09_R1,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_COREKS_B_MU_09/JPG/fr_FR/e5ab180a93d5978b150ceb9820dd2bfc.jpg
BTG-098-R-FR,Kodama,Muna,Rare,Personnage,2,2,3,3,3,,,"{H} Je gagne [[Endormi]]. (Au Crépuscule, ignorez mes statistiques. Au Repos, je ne vais pas en Réserve et je perds Endormi.)",#{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]].# (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_MU_09_R1,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_09/JPG/fr_FR/96b1c9abd287e388fa922b0da5e94ed5.jpg
BTG-098-F-FR,Kodama,Lyra,Rare,Personnage,2,2,3,3,3,,,"{H} Je gagne [[Endormi]]. (Au Crépuscule, ignorez mes statistiques. Au Repos, je ne vais pas en Réserve et je perds Endormi.)",#{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]].# (Défaussez-moi de la Réserve pour ça.),ALT_CORE_B_MU_09_R2,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_09/JPG/fr_FR/ffd0a34ba6ca0ef6fee48d32a8b10ce2.jpg
BTG-098-F-FR,Kodama,Lyra,Rare,Personnage,2,2,3,3,3,,,"{H} Je gagne [[Endormi]]. (Au Crépuscule, ignorez mes statistiques. Au Repos, je ne vais pas en Réserve et je perds Endormi.)",#{D} : Un Personnage ciblé de Coût de Main {3} ou moins gagne [[Ancré]].# (Défaussez-moi de la Réserve pour ça.),ALT_COREKS_B_MU_09_R2,https://altered-prod-eu.s3.amazonaws.com/Art/COREKS/CARDS/ALT_COREKS_B_MU_09/JPG/fr_FR/a1db48bceec25906db12f5bab7387837.jpg
BTG-099-C-FR,Champignon Éternueur,Muna,Commun,Personnage,2,2,1,1,1,,,"{J} Je gagne [[Ancré]]. (Au Repos, je ne vais pas en Réserve et je perds Ancré.)",,ALT_CORE_B_MU_08_C,https://altered-prod-eu.s3.amazonaws.com/Art/CORE/CARDS/ALT_CORE_B_MU_08/JPG/fr_FR/43619e77877d02db4506f3803478d445.jpg
